	BIOCHEMICAL	SUPER_PATHWAY	SUB_PATHWAY	PLATFORM	CHEMICAL_ID	RI	MASS	CAS	PUBCHEM	KEGG	                                      Group HMDB
1161	TAG48:3-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010733	.	.		.		
1162	TAG48:3-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010380	.	.		.		
1163	TAG48:3-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100009692	.	.		.		
1164	TAG48:4-FA12:0	Triacylglycerol	TAG Ester	DMS-MS	100009850	.	.		.		
1165	TAG48:4-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100009509	.	.		.		
1166	TAG48:4-FA14:1	Triacylglycerol	TAG Ester	DMS-MS	100010551	.	.		.		
1167	TAG48:4-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009510	.	.		.		
1168	TAG48:4-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010021	.	.		.		
1169	TAG48:4-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010552	.	.		.		
1170	TAG48:4-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010190	.	.		.		
1171	TAG48:4-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100009851	.	.		.		
1172	TAG48:4-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010022	.	.		.		
1173	TAG48:5-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010191	.	.		.		
1174	TAG48:5-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100010023	.	.		.		
1175	TAG49:0-FA15:0	Triacylglycerol	TAG Ester	DMS-MS	100009852	.	.		.		
1176	TAG49:0-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010192	.	.		.		
1177	TAG49:0-FA17:0	Triacylglycerol	TAG Ester	DMS-MS	100010553	.	.		.		
1178	TAG49:0-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100009511	.	.		.		
1179	TAG49:1-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010381	.	.		.		
1180	TAG49:1-FA15:0	Triacylglycerol	TAG Ester	DMS-MS	100009512	.	.		.		
1181	TAG49:1-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010024	.	.		.		
1182	TAG49:1-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100009693	.	.		.		
1183	TAG49:1-FA17:0	Triacylglycerol	TAG Ester	DMS-MS	100010193	.	.		.		
1184	TAG49:1-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009513	.	.		.		
1185	TAG49:2-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010194	.	.		.		
1186	TAG49:2-FA15:0	Triacylglycerol	TAG Ester	DMS-MS	100010025	.	.		.		
1187	TAG49:2-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010382	.	.		.		
1188	TAG49:2-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100009694	.	.		.		
1189	TAG49:2-FA17:0	Triacylglycerol	TAG Ester	DMS-MS	100009514	.	.		.		
1190	TAG49:2-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010554	.	.		.		
1191	TAG49:2-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010195	.	.		.		
1192	TAG49:3-FA15:0	Triacylglycerol	TAG Ester	DMS-MS	100009695	.	.		.		
1193	TAG49:3-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009515	.	.		.		
1194	TAG49:3-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100009516	.	.		.		
1195	TAG49:3-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100009853	.	.		.		
1196	TAG49:3-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100010555	.	.		.		
1197	TAG50:0-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100009854	.	.		.		
1198	TAG50:0-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010383	.	.		.		
1199	TAG50:0-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010026	.	.		.		
1200	TAG50:1-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010196	.	.		.		
1201	TAG50:1-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010027	.	.		.		
1202	TAG50:1-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010384	.	.		.		
1203	TAG50:1-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010385	.	.		.		
1204	TAG50:1-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010028	.	.		.		
1205	TAG50:1-FA20:1	Triacylglycerol	TAG Ester	DMS-MS	100009696	.	.		.		
1206	TAG50:2-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100009697	.	.		.		
1207	TAG50:2-FA14:1	Triacylglycerol	TAG Ester	DMS-MS	100009517	.	.		.		
1208	TAG50:2-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010734	.	.		.		
1209	TAG50:2-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010029	.	.		.		
1210	TAG50:2-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010197	.	.		.		
1211	TAG50:2-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009698	.	.		.		
1212	TAG50:2-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010030	.	.		.		
1213	TAG50:2-FA20:2	Triacylglycerol	TAG Ester	DMS-MS	100010386	.	.		.		
1214	TAG50:3-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100009855	.	.		.		
1215	TAG50:3-FA14:1	Triacylglycerol	TAG Ester	DMS-MS	100010735	.	.		.		
1216	TAG50:3-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010198	.	.		.		
1217	TAG50:3-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010033	.	.		.		
1218	TAG50:3-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100009856	.	.		.		
1219	TAG50:3-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010557	.	.		.		
1220	TAG50:3-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010034	.	.		.		
1221	TAG50:3-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100010199	.	.		.		
1222	TAG50:3-FA20:3	Triacylglycerol	TAG Ester	DMS-MS	100010736	.	.		.		
1223	TAG50:4-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010737	.	.		.		
1224	TAG50:4-FA14:1	Triacylglycerol	TAG Ester	DMS-MS	100010035	.	.		.		
1225	TAG50:4-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009519	.	.		.		
1226	TAG50:4-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010200	.	.		.		
1227	TAG50:4-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010036	.	.		.		
1228	TAG50:4-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010201	.	.		.		
1229	TAG50:4-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100009700	.	.		.		
1230	TAG50:4-FA20:3	Triacylglycerol	TAG Ester	DMS-MS	100010387	.	.		.		
1231	TAG50:4-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010202	.	.		.		
1232	TAG50:5-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010388	.	.		.		
1233	TAG50:5-FA14:1	Triacylglycerol	TAG Ester	DMS-MS	100010037	.	.		.		
1234	TAG50:5-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010558	.	.		.		
1235	TAG50:5-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010038	.	.		.		
1236	TAG50:5-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009701	.	.		.		
1237	TAG50:5-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100009520	.	.		.		
1238	TAG50:5-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100010559	.	.		.		
1239	TAG50:5-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010738	.	.		.		
1240	TAG50:5-FA20:5	Triacylglycerol	TAG Ester	DMS-MS	100010389	.	.		.		
1241	TAG50:6-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010203	.	.		.		
1242	TAG51:0-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010390	.	.		.		
1243	TAG51:0-FA17:0	Triacylglycerol	TAG Ester	DMS-MS	100009857	.	.		.		
1244	TAG51:0-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100009702	.	.		.		
1245	TAG51:1-FA15:0	Triacylglycerol	TAG Ester	DMS-MS	100009521	.	.		.		
1246	TAG51:1-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009858	.	.		.		
1247	TAG51:1-FA17:0	Triacylglycerol	TAG Ester	DMS-MS	100010560	.	.		.		
1248	TAG51:1-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010739	.	.		.		
1249	TAG51:1-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010039	.	.		.		
1250	TAG51:2-FA15:0	Triacylglycerol	TAG Ester	DMS-MS	100010391	.	.		.		
1251	TAG51:2-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009522	.	.		.		
1252	TAG51:2-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100009523	.	.		.		
1253	TAG51:2-FA17:0	Triacylglycerol	TAG Ester	DMS-MS	100010204	.	.		.		
1254	TAG51:2-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010740	.	.		.		
1255	TAG51:2-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009703	.	.		.		
1256	TAG51:2-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010561	.	.		.		
1257	TAG51:3-FA15:0	Triacylglycerol	TAG Ester	DMS-MS	100010741	.	.		.		
1258	TAG51:3-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009859	.	.		.		
1259	TAG51:3-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100009524	.	.		.		
1260	TAG51:3-FA17:0	Triacylglycerol	TAG Ester	DMS-MS	100009525	.	.		.		
1261	TAG51:3-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009526	.	.		.		
1262	TAG51:3-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010392	.	.		.		
1263	TAG51:3-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100009860	.	.		.		
1264	TAG51:4-FA15:0	Triacylglycerol	TAG Ester	DMS-MS	100009704	.	.		.		
1265	TAG51:4-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010562	.	.		.		
1266	TAG51:4-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010393	.	.		.		
1267	TAG51:4-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010563	.	.		.		
1268	TAG51:4-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100009705	.	.		.		
1269	TAG51:4-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100010205	.	.		.		
1270	TAG51:4-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100009861	.	.		.		
1271	TAG51:5-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010206	.	.		.		
1272	TAG51:5-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100010564	.	.		.		
1273	TAG52:0-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009862	.	.		.		
1274	TAG52:0-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010040	.	.		.		
1275	TAG52:0-FA20:0	Triacylglycerol	TAG Ester	DMS-MS	100010207	.	.		.		
1276	TAG52:1-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010565	.	.		.		
1277	TAG52:1-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100009527	.	.		.		
1278	TAG52:1-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100009863	.	.		.		
1279	TAG52:1-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009706	.	.		.		
1280	TAG52:1-FA20:0	Triacylglycerol	TAG Ester	DMS-MS	100010041	.	.		.		
1281	TAG52:1-FA20:1	Triacylglycerol	TAG Ester	DMS-MS	100009707	.	.		.		
1282	TAG52:2-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100009864	.	.		.		
1283	TAG52:2-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009865	.	.		.		
1284	TAG52:2-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100009708	.	.		.		
1285	TAG52:2-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100009528	.	.		.		
1286	TAG52:2-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010042	.	.		.		
1287	TAG52:2-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010043	.	.		.		
1288	TAG52:2-FA20:0	Triacylglycerol	TAG Ester	DMS-MS	100010208	.	.		.		
1289	TAG52:2-FA20:1	Triacylglycerol	TAG Ester	DMS-MS	100009866	.	.		.		
1290	TAG52:2-FA20:2	Triacylglycerol	TAG Ester	DMS-MS	100010566	.	.		.		
1291	TAG52:3-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010209	.	.		.		
1292	TAG52:3-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009529	.	.		.		
1293	TAG52:3-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010044	.	.		.		
1294	TAG52:3-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010394	.	.		.		
1295	TAG52:3-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010742	.	.		.		
1296	TAG52:3-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010395	.	.		.		
1297	TAG52:3-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100010045	.	.		.		
1298	TAG52:3-FA20:0	Triacylglycerol	TAG Ester	DMS-MS	100009709	.	.		.		
1299	TAG52:3-FA20:1	Triacylglycerol	TAG Ester	DMS-MS	100009710	.	.		.		
1300	TAG52:3-FA20:2	Triacylglycerol	TAG Ester	DMS-MS	100010396	.	.		.		
1301	TAG52:3-FA20:3	Triacylglycerol	TAG Ester	DMS-MS	100010743	.	.		.		
1302	TAG52:3-FA22:1	Triacylglycerol	TAG Ester	DMS-MS	100009867	.	.		.		
1303	TAG52:4-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010744	.	.		.		
1304	TAG52:4-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010397	.	.		.		
1305	TAG52:4-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010210	.	.		.		
1306	TAG52:4-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100009530	.	.		.		
1307	TAG52:4-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010046	.	.		.		
1308	TAG52:4-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010745	.	.		.		
1309	TAG52:4-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100010567	.	.		.		
1310	TAG52:4-FA20:0	Triacylglycerol	TAG Ester	DMS-MS	100009531	.	.		.		
1311	TAG52:4-FA20:2	Triacylglycerol	TAG Ester	DMS-MS	100010047	.	.		.		
1312	TAG52:4-FA20:3	Triacylglycerol	TAG Ester	DMS-MS	100010048	.	.		.		
1313	TAG52:4-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100009711	.	.		.		
1314	TAG52:4-FA22:1	Triacylglycerol	TAG Ester	DMS-MS	100010746	.	.		.		
1315	TAG52:4-FA22:4	Triacylglycerol	TAG Ester	DMS-MS	100009532	.	.		.		
1316	TAG52:5-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010049	.	.		.		
1317	TAG52:5-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010398	.	.		.		
1318	TAG52:5-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010211	.	.		.		
1319	TAG52:5-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010568	.	.		.		
1320	TAG52:5-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010399	.	.		.		
1321	TAG52:5-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100009868	.	.		.		
1322	TAG52:5-FA20:3	Triacylglycerol	TAG Ester	DMS-MS	100010050	.	.		.		
1323	TAG52:5-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100009869	.	.		.		
1324	TAG52:5-FA20:5	Triacylglycerol	TAG Ester	DMS-MS	100009870	.	.		.		
1325	TAG52:5-FA22:5	Triacylglycerol	TAG Ester	DMS-MS	100009533	.	.		.		
1326	TAG52:6-FA14:0	Triacylglycerol	TAG Ester	DMS-MS	100010569	.	.		.		
1327	TAG52:6-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010747	.	.		.		
1328	TAG52:6-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100009534	.	.		.		
1329	TAG52:6-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010570	.	.		.		
1330	TAG52:6-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100009535	.	.		.		
1331	TAG52:6-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100010212	.	.		.		
1332	TAG52:6-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010213	.	.		.		
1333	TAG52:6-FA20:5	Triacylglycerol	TAG Ester	DMS-MS	100009871	.	.		.		
1334	TAG52:6-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100010400	.	.		.		
1335	TAG52:7-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009712	.	.		.		
1336	TAG52:7-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010571	.	.		.		
1337	TAG52:7-FA20:5	Triacylglycerol	TAG Ester	DMS-MS	100010214	.	.		.		
1338	TAG52:7-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100010748	.	.		.		
1339	TAG52:8-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100009536	.	.		.		
1340	TAG52:8-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100009872	.	.		.		
1341	TAG53:0-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010749	.	.		.		
1342	TAG53:1-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010750	.	.		.		
1343	TAG53:1-FA17:0	Triacylglycerol	TAG Ester	DMS-MS	100009873	.	.		.		
1344	TAG53:1-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010572	.	.		.		
1345	TAG53:1-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010751	.	.		.		
1346	TAG53:2-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010401	.	.		.		
1347	TAG53:2-FA17:0	Triacylglycerol	TAG Ester	DMS-MS	100010402	.	.		.		
1348	TAG53:2-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100009874	.	.		.		
1349	TAG53:2-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010573	.	.		.		
1350	TAG53:2-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100009875	.	.		.		
1351	TAG53:3-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010403	.	.		.		
1352	TAG53:3-FA17:0	Triacylglycerol	TAG Ester	DMS-MS	100010215	.	.		.		
1353	TAG53:3-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100009876	.	.		.		
1354	TAG53:3-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009537	.	.		.		
1355	TAG53:3-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100009538	.	.		.		
1356	TAG53:4-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009539	.	.		.		
1357	TAG53:4-FA17:0	Triacylglycerol	TAG Ester	DMS-MS	100010574	.	.		.		
1358	TAG53:4-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100009713	.	.		.		
1359	TAG53:4-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009540	.	.		.		
1360	TAG53:4-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010404	.	.		.		
1361	TAG53:4-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100009877	.	.		.		
1362	TAG53:4-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010051	.	.		.		
1363	TAG53:5-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010575	.	.		.		
1364	TAG53:5-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010405	.	.		.		
1365	TAG53:5-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100009878	.	.		.		
1366	TAG53:5-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100009879	.	.		.		
1367	TAG53:6-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010052	.	.		.		
1368	TAG53:6-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010576	.	.		.		
1369	TAG53:6-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100009714	.	.		.		
1370	TAG53:6-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100009715	.	.		.		
1371	TAG53:7-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100010406	.	.		.		
1372	TAG54:0-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009880	.	.		.		
1373	TAG54:0-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010216	.	.		.		
1374	TAG54:1-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010577	.	.		.		
1375	TAG54:1-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010217	.	.		.		
1376	TAG54:1-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009716	.	.		.		
1377	TAG54:1-FA20:0	Triacylglycerol	TAG Ester	DMS-MS	100010578	.	.		.		
1378	TAG54:1-FA20:1	Triacylglycerol	TAG Ester	DMS-MS	100010579	.	.		.		
1379	TAG54:2-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009881	.	.		.		
1380	TAG54:2-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010407	.	.		.		
1381	TAG54:2-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010218	.	.		.		
1382	TAG54:2-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010580	.	.		.		
1383	TAG54:2-FA20:0	Triacylglycerol	TAG Ester	DMS-MS	100010053	.	.		.		
1384	TAG54:2-FA20:1	Triacylglycerol	TAG Ester	DMS-MS	100009541	.	.		.		
1385	TAG54:2-FA20:2	Triacylglycerol	TAG Ester	DMS-MS	100009542	.	.		.		
1386	TAG54:3-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009717	.	.		.		
1387	TAG54:3-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010408	.	.		.		
1388	TAG54:3-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010752	.	.		.		
1389	TAG54:3-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010054	.	.		.		
1390	TAG54:3-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010581	.	.		.		
1391	TAG54:3-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100010753	.	.		.		
1392	TAG54:3-FA20:1	Triacylglycerol	TAG Ester	DMS-MS	100010582	.	.		.		
1393	TAG54:3-FA20:2	Triacylglycerol	TAG Ester	DMS-MS	100010409	.	.		.		
1394	TAG54:3-FA20:3	Triacylglycerol	TAG Ester	DMS-MS	100009543	.	.		.		
1395	TAG54:4-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009882	.	.		.		
1396	TAG54:4-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100009718	.	.		.		
1397	TAG54:4-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010055	.	.		.		
1398	TAG54:4-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010583	.	.		.		
1399	TAG54:4-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010410	.	.		.		
1400	TAG54:4-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100010584	.	.		.		
1401	TAG54:4-FA20:1	Triacylglycerol	TAG Ester	DMS-MS	100010411	.	.		.		
1402	TAG54:4-FA20:2	Triacylglycerol	TAG Ester	DMS-MS	100010056	.	.		.		
1403	TAG54:4-FA20:3	Triacylglycerol	TAG Ester	DMS-MS	100010057	.	.		.		
1404	TAG54:4-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010585	.	.		.		
1405	TAG54:4-FA22:1	Triacylglycerol	TAG Ester	DMS-MS	100010586	.	.		.		
1406	TAG54:4-FA22:4	Triacylglycerol	TAG Ester	DMS-MS	100009719	.	.		.		
1407	TAG54:5-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100010587	.	.		.		
1408	TAG54:5-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100009883	.	.		.		
1409	TAG54:5-FA18:0	Triacylglycerol	TAG Ester	DMS-MS	100010588	.	.		.		
1410	TAG54:5-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009884	.	.		.		
1411	TAG54:5-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010058	.	.		.		
1412	TAG54:5-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100010589	.	.		.		
1413	TAG54:5-FA20:2	Triacylglycerol	TAG Ester	DMS-MS	100009544	.	.		.		
1414	TAG54:5-FA20:3	Triacylglycerol	TAG Ester	DMS-MS	100009885	.	.		.		
1415	TAG54:5-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010412	.	.		.		
1416	TAG54:5-FA20:5	Triacylglycerol	TAG Ester	DMS-MS	100010413	.	.		.		
1417	TAG54:5-FA22:1	Triacylglycerol	TAG Ester	DMS-MS	100010590	.	.		.		
1418	TAG54:5-FA22:4	Triacylglycerol	TAG Ester	DMS-MS	100010219	.	.		.		
1419	TAG54:5-FA22:5	Triacylglycerol	TAG Ester	DMS-MS	100010754	.	.		.		
1420	TAG54:6-FA16:0	Triacylglycerol	TAG Ester	DMS-MS	100009720	.	.		.		
1421	TAG54:6-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100009886	.	.		.		
1422	TAG54:6-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100010220	.	.		.		
1423	TAG54:6-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010221	.	.		.		
1424	TAG54:6-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100009887	.	.		.		
1425	TAG54:6-FA20:3	Triacylglycerol	TAG Ester	DMS-MS	100010222	.	.		.		
1426	TAG54:6-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100010059	.	.		.		
1427	TAG54:6-FA20:5	Triacylglycerol	TAG Ester	DMS-MS	100010755	.	.		.		
1428	TAG54:6-FA22:5	Triacylglycerol	TAG Ester	DMS-MS	100009545	.	.		.		
1429	TAG54:6-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100010756	.	.		.		
1430	TAG54:7-FA16:1	Triacylglycerol	TAG Ester	DMS-MS	100010414	.	.		.		
1431	TAG54:7-FA18:1	Triacylglycerol	TAG Ester	DMS-MS	100009721	.	.		.		
1432	TAG54:7-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100010223	.	.		.		
1433	TAG54:7-FA18:3	Triacylglycerol	TAG Ester	DMS-MS	100009546	.	.		.		
1434	TAG54:7-FA20:4	Triacylglycerol	TAG Ester	DMS-MS	100009722	.	.		.		
1435	TAG54:7-FA20:5	Triacylglycerol	TAG Ester	DMS-MS	100009547	.	.		.		
1436	TAG54:7-FA22:5	Triacylglycerol	TAG Ester	DMS-MS	100010591	.	.		.		
1437	TAG54:7-FA22:6	Triacylglycerol	TAG Ester	DMS-MS	100010757	.	.		.		
1438	TAG54:8-FA18:2	Triacylglycerol	TAG Ester	DMS-MS	100009548	.	.		.		
